name,날짜,상대,결과,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,avg,출루,장타,OPS,투구,avLI,RE24,WPA
나성범,05-05,@삼성,W 4:0,3,DH,True,3,1,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0.667,0.75,1.667,2.417,20,0.49,1.15,0.129
나성범,05-06,@삼성,W 4:3,3,DH,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.286,0.444,0.714,1.159,19,0.61,-1.52,-0.08
나성범,05-07,@삼성,W 8:2,3,DH,True,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.2,0.385,0.5,0.885,11,0.39,-0.87,-0.03
나성범,05-08,LG,W 13:5,3,DH,True,3,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0.154,0.389,0.385,0.774,27,0.85,0.79,0.054
나성범,05-10,LG,L 8:10,3,DH,True,5,2,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0.278,0.435,0.444,0.879,15,0.54,1.04,0.104
나성범,05-12,KT,W 7:6,3,DH,True,5,2,2,0,0,1,5,2,0,0,0,0,0,2,0,0,0,0.304,0.429,0.565,0.994,23,1.29,1.3,0.43
나성범,05-13,KT,W 5:4,3,DH,True,5,1,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0.321,0.424,0.643,1.067,27,2.13,1.32,0.393
나성범,05-14,KT,W 1:0,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.281,0.378,0.563,0.941,15,1.09,-1.47,-0.13
나성범,05-15,@SK,W 6:2,3,DH,True,3,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0.257,0.381,0.514,0.895,25,1.01,0.67,0.067
나성범,05-16,@SK,W 2:1,3,DH,True,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.237,0.37,0.474,0.843,15,0.8,-0.29,-0.041
나성범,05-17,@SK,W 11:5,3,DH,True,3,3,2,0,0,1,5,1,0,0,2,0,0,0,0,0,0,0.268,0.412,0.561,0.973,18,0.52,1.56,0.026
나성범,05-19,@두산,W 5:4,3,DH,True,5,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.283,0.411,0.543,0.954,19,0.67,-0.46,0.055
나성범,05-20,@두산,L 1:2,3,DH,True,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.255,0.377,0.49,0.867,20,1.31,-1.13,-0.172
나성범,05-21,@두산,W 12:6,3,DH,True,6,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.263,0.373,0.474,0.847,15,1.56,0.15,0.159
나성범,05-22,한화,L 3:5,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.246,0.352,0.443,0.795,13,0.9,-1.13,-0.113
나성범,05-23,한화,W 3:0,3,DH,True,4,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.277,0.373,0.462,0.835,9,0.66,1.08,0.095
나성범,05-24,한화,W 10:5,3,RF,True,4,1,2,1,0,0,3,3,0,0,1,0,0,1,0,0,0,0.29,0.388,0.478,0.866,16,1.53,3.28,0.39
나성범,05-26,키움,W 7:2,3,DH,True,3,1,2,2,0,0,4,1,0,0,1,0,0,1,0,0,0,0.306,0.405,0.514,0.919,13,0.37,1.54,0.109
나성범,05-27,키움,W 10:3,3,DH,True,3,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0.32,0.42,0.52,0.94,17,0.7,0.56,0.047
나성범,05-28,키움,W 9:6,3,DH,True,3,3,2,0,0,2,8,3,0,0,1,0,0,1,0,0,0,0.333,0.435,0.603,1.037,20,1.4,2.25,0.258
나성범,05-29,@삼성,L 4:5,3,DH,True,4,1,1,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0.329,0.427,0.622,1.049,18,0.64,0.25,0.037
나성범,05-30,@삼성,L 1:9,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.314,0.41,0.593,1.003,18,0.8,-1.02,-0.081
나성범,05-31,@삼성,W 18:7,3,RF,True,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.308,0.4,0.582,0.982,23,0.24,-0.23,-0.011
나성범,06-02,SK,L 2:8,3,DH,True,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.309,0.404,0.574,0.978,18,0.56,-0.36,-0.07
나성범,06-03,SK,W 8:6,3,DH,True,4,2,3,1,0,1,7,2,0,0,1,0,0,1,0,0,0,0.327,0.421,0.622,1.044,14,0.71,2.89,0.26
나성범,06-04,SK,W 10:0,3,DH,True,4,1,2,1,0,0,3,2,0,0,1,0,0,1,0,0,0,0.333,0.429,0.627,1.056,24,0.71,1.82,0.067
나성범,06-05,@한화,W 13:2,3,DH,True,5,2,3,1,0,2,10,4,0,0,1,0,0,2,0,0,0,0.346,0.44,0.692,1.132,28,0.67,2.6,0.13
나성범,06-06,@한화,W 14:2,3,DH,True,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.342,0.434,0.676,1.11,20,0.53,-0.03,-0.009
나성범,06-07,@한화,W 8:2,3,RF,True,5,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.336,0.425,0.664,1.089,12,0.71,-0.26,0.05
나성범,06-09,두산,W 12:8,3,DH,True,5,2,2,2,0,0,4,1,0,0,0,0,0,2,0,0,0,0.339,0.424,0.669,1.094,18,0.65,1.65,0.073
나성범,06-10,두산,L 1:9,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.328,0.413,0.648,1.061,21,1.08,-1.29,-0.108
나성범,06-11,두산,W 7:5,3,RF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.326,0.408,0.636,1.044,22,0.56,-0.87,-0.042
나성범,06-12,키움,L 2:3,3,DH,True,5,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.321,0.401,0.619,1.021,25,2.27,-1.25,-0.244
나성범,06-13,키움,L 5:18,3,DH,True,3,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0.321,0.408,0.613,1.021,22,0.3,0.62,-0.009
나성범,06-14,키움,W 9:5,3,DH,True,4,1,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0.319,0.404,0.624,1.028,17,1.28,0.23,0.054
나성범,06-16,@KIA,L 4:7,3,DH,True,5,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.315,0.398,0.61,1.007,22,0.78,-0.06,-0.003
나성범,06-17,@KIA,L 6:7,3,RF,True,4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.307,0.392,0.593,0.985,19,1.59,0.05,0.048
나성범,06-19,한화,W 3:1,5,DH,True,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.312,0.394,0.597,0.992,15,0.41,0.66,0.047
나성범,06-20,한화,L 3:4,4,DH,True,4,1,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0.31,0.391,0.608,0.999,22,0.95,0.13,0.055
나성범,06-21,한화,W 9:7,4,RF,True,5,2,3,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0.319,0.397,0.62,1.016,18,1.06,1.76,0.183
나성범,06-23,@KT,W 4:3,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.311,0.388,0.605,0.993,15,1.2,-1.09,-0.105
나성범,06-25,@KT,W 3:1,3,DH,True,3,1,1,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0.312,0.391,0.618,1.008,10,0.82,1.5,0.151
나성범,06-25,@KT,L 6:19,3,RF,True,3,0,1,1,0,0,2,3,0,0,1,0,0,1,0,0,0,0.312,0.393,0.618,1.011,15,1.49,1.89,0.294
나성범,06-26,@두산,W 9:3,3,DH,True,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.309,0.388,0.607,0.995,24,1.12,0.06,0.052
나성범,06-27,@두산,L 3:12,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.302,0.38,0.593,0.974,15,1.49,-1.2,-0.193
나성범,06-30,롯데,L 8:10,3,DH,True,6,0,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0.298,0.374,0.58,0.954,20,1.12,0.92,0.081
나성범,07-01,롯데,W 6:2,3,DH,True,4,2,2,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0.302,0.377,0.599,0.976,10,0.64,1.52,0.235
나성범,07-02,롯데,W 9:7,3,RF,True,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.305,0.377,0.594,0.971,20,0.97,-0.88,-0.044
나성범,07-03,KIA,L 2:8,3,DH,True,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.303,0.375,0.587,0.962,14,1.13,-0.91,-0.095
나성범,07-04,KIA,W 9:2,3,DH,True,4,2,2,1,0,1,6,1,0,0,0,0,0,1,0,0,0,0.307,0.377,0.605,0.982,10,0.31,0.93,0.035
나성범,07-05,KIA,W 7:6,3,RF,True,5,1,2,1,1,0,5,1,0,0,0,0,0,1,0,0,0,0.31,0.378,0.614,0.992,13,1.95,1.01,0.384
나성범,07-07,@SK,W 5:4,3,DH,True,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.304,0.371,0.603,0.974,15,1.21,-1.23,-0.115
나성범,07-08,@SK,L 2:3,3,RF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.303,0.369,0.596,0.966,19,0.93,-0.22,0.02
나성범,07-09,@SK,W 8:2,3,DH,True,5,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.3,0.366,0.587,0.953,15,1.26,-1.7,-0.133
나성범,07-10,@LG,W 12:2,3,DH,True,5,2,4,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0.311,0.375,0.596,0.971,15,0.53,2.43,0.131
나성범,07-17,KT,D 3:3,3,DH,True,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.307,0.375,0.589,0.964,22,1.4,-0.24,-0.016
나성범,07-18,KT,W 6:1,3,DH,True,4,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.306,0.375,0.583,0.958,22,0.59,-0.24,0.023
나성범,07-19,KT,W 8:2,3,RF,True,4,1,2,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0.31,0.38,0.582,0.961,23,0.36,1.42,0.087
나성범,07-21,삼성,W 6:5,3,RF,True,4,3,2,1,0,1,6,1,0,0,0,1,0,0,0,0,0,0.313,0.384,0.597,0.98,20,1.16,1.23,0.307
나성범,07-24,@KT,W 3:2,3,RF,True,3,1,1,0,0,1,4,1,0,0,1,0,0,1,0,0,0,0.313,0.385,0.606,0.991,16,1.7,0.93,0.139
나성범,07-25,@KT,L 2:6,3,RF,True,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.309,0.384,0.598,0.982,14,1.05,-0.08,-0.02
나성범,07-26,@KT,L 4:5,3,DH,True,3,1,1,0,0,1,4,2,0,0,0,0,0,1,0,0,1,0.31,0.382,0.607,0.989,12,1.22,0.37,0.059
나성범,07-28,@롯데,L 9:11,3,RF,True,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.307,0.378,0.599,0.978,15,1.43,-0.24,-0.073
나성범,07-31,두산,W 10:7,3,DH,True,4,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.307,0.379,0.594,0.973,23,1.02,-0.05,-0.029
나성범,08-01,두산,L 10:12,2,RF,True,5,2,2,1,0,0,3,1,0,0,1,0,0,2,0,0,0,0.308,0.381,0.594,0.975,22,1.35,0.58,-0.003
나성범,08-02,두산,L 4:7,3,DH,True,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.303,0.375,0.583,0.958,19,2.61,-2.92,-0.452
나성범,08-05,@한화,L 5:8,3,RF,True,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.3,0.379,0.579,0.957,23,1.02,0.72,0.066
나성범,08-06,@한화,W 4:1,3,DH,True,5,1,2,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0.302,0.379,0.59,0.969,23,0.98,-0.31,-0.015
나성범,08-08,@KIA,L 2:3,3,RF,True,4,0,1,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0.301,0.379,0.592,0.972,22,1.72,-0.97,-0.132
나성범,08-09,@KIA,W 8:1,3,DH,True,3,1,2,1,0,0,3,1,0,0,2,0,0,1,0,0,0,0.305,0.386,0.596,0.982,24,0.21,1.41,0.031
나성범,08-12,@롯데,L 4:8,2,RF,True,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.307,0.386,0.593,0.979,12,1.01,-0.08,-0.023
나성범,08-13,@롯데,W 9:2,2,DH,True,4,2,2,0,0,1,5,3,0,0,0,1,0,2,0,0,0,0.31,0.389,0.602,0.991,18,0.58,1.65,0.038
나성범,08-14,LG,L 4:10,3,RF,True,4,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0.309,0.389,0.601,0.99,13,0.75,0.21,0.053
나성범,08-15,LG,L 4:13,2,RF,True,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.304,0.384,0.591,0.974,17,0.28,-1.38,-0.028
나성범,08-16,LG,L 5:6,3,DH,True,4,1,3,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0.309,0.388,0.593,0.981,9,1.75,0.88,0.071
나성범,08-18,키움,W 5:1,3,RF,True,3,1,2,0,0,1,5,3,0,0,1,0,0,0,0,0,0,0.313,0.392,0.603,0.995,17,0.67,2.64,0.284
나성범,08-19,키움,L 4:6,3,DH,True,5,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.314,0.392,0.6,0.992,12,1.13,-0.08,-0.089
나성범,08-20,@KIA,W 14:2,3,RF,True,4,2,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0.317,0.395,0.599,0.994,22,0.58,1.62,0.149
나성범,08-21,@KIA,W 10:4,3,DH,True,5,2,1,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0.315,0.392,0.602,0.994,20,0.76,1.04,-0.003
나성범,08-23,@KT,L 1:10,3,RF,True,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.317,0.394,0.601,0.994,15,0.67,0.17,0.041
나성범,08-24,@KT,L 1:8,4,RF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.389,0.593,0.983,17,1.06,-1.31,-0.09
나성범,08-25,한화,W 11:3,3,DH,True,4,2,2,0,0,2,8,4,0,0,0,0,0,1,0,0,0,0.315,0.391,0.61,1.001,13,0.6,3.01,0.269
나성범,08-26,한화,W 9:5,3,RF,True,5,3,4,2,0,1,9,5,0,0,0,0,0,0,0,0,0,0.323,0.396,0.628,1.023,11,0.58,4.74,0.233
나성범,08-27,두산,W 8:2,3,DH,True,5,2,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.324,0.396,0.633,1.029,20,0.42,1.92,0.203
나성범,08-28,두산,L 4:11,3,RF,True,4,1,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.326,0.397,0.64,1.037,19,0.16,1.22,0.003
나성범,08-29,SK,W 9:5,3,DH,True,5,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.324,0.394,0.634,1.028,25,0.77,0.53,0.072
나성범,08-30,SK,W 7:4,3,RF,True,3,2,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0.324,0.396,0.634,1.03,17,0.71,1.59,0.119
나성범,09-01,@키움,W 5:2,3,RF,True,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0.32,0.392,0.627,1.019,17,0.73,-0.79,-0.046
나성범,09-02,@키움,L 4:6,3,DH,True,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.32,0.39,0.623,1.013,18,0.85,-0.91,-0.081
나성범,09-03,@LG,L 5:6,3,RF,True,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.318,0.388,0.617,1.005,13,1.05,-1.46,-0.093
나성범,09-04,@LG,D 5:5,3,DH,True,6,0,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0.316,0.385,0.61,0.995,27,1.85,-0.51,-0.029
나성범,09-06,@삼성,D :,3,DH,True,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.313,0.384,0.605,0.989,22,0.62,-0.37,-0.047
나성범,09-08,롯데,W 14:2,3,DH,True,3,3,2,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0.316,0.387,0.606,0.993,9,0.27,2.75,0.047
나성범,09-09,롯데,L 5:7,3,RF,True,4,1,1,0,0,1,4,1,0,0,1,0,1,1,0,0,0,0.315,0.387,0.61,0.997,19,2.39,0.23,0.019
나성범,09-10,KT,W 13:8,3,DH,True,5,2,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.316,0.387,0.615,1.002,17,1.07,0.86,0.141
나성범,09-11,KT,W 9:1,3,RF,True,3,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0.316,0.388,0.613,1.001,15,0.84,0.34,0.033
나성범,09-12,KIA,L 3:11,3,RF,True,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.318,0.389,0.614,1.003,7,0.38,0.46,-0.036
나성범,09-13,KIA,L 3:4,3,DH,True,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.32,0.391,0.615,1.006,5,1.37,0.85,0.083
나성범,09-24,LG,W 12:8,8,PH,True,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.322,0.392,0.618,1.01,3,1.71,0.63,0.107
나성범,09-25,LG,W 7:1,8,PH,True,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.323,0.393,0.622,1.015,2,0.03,0.23,0.002
나성범,09-26,@한화,W 13:1,5,DH,True,4,0,2,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0.325,0.397,0.621,1.018,24,0.38,1.85,0.04
나성범,09-27,@한화,W 5:4,5,DH,True,4,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.327,0.398,0.622,1.02,20,0.75,0.8,0.039
나성범,09-29,SK,W 3:0,5,DH,True,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.329,0.399,0.621,1.019,12,0.89,0.28,-0.015
나성범,09-30,SK,W 12:3,4,DH,True,4,3,2,0,0,1,5,4,0,0,1,0,0,1,0,0,0,0.33,0.401,0.627,1.028,19,0.45,3.21,0.134
나성범,10-01,SK,W 10:2,5,DH,True,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.329,0.4,0.623,1.023,16,0.51,-0.47,0.018
나성범,10-02,삼성,L 2:8,5,DH,True,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.327,0.397,0.619,1.016,16,0.62,-0.63,-0.048
나성범,10-03,삼성,D 6:6,5,DH,True,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.323,0.393,0.612,1.005,27,2.15,-2.3,-0.281
나성범,10-03,삼성,W 12:2,5,RF,True,5,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0.32,0.389,0.605,0.993,16,0.99,-1.73,-0.064
나성범,10-04,삼성,W 4:1,5,DH,True,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.317,0.387,0.6,0.987,13,0.48,-0.49,-0.037
나성범,10-06,@키움,L 1:2,3,RF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.317,0.385,0.597,0.983,11,1.27,-0.6,-0.059
나성범,10-07,@키움,W 4:3,5,DH,True,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.317,0.386,0.596,0.982,16,0.83,-0.05,-0.014
나성범,10-08,@키움,L 7:10,5,DH,True,5,2,3,1,0,1,7,2,0,0,0,0,0,0,0,0,0,0.32,0.388,0.604,0.993,16,1.07,1.49,-0.009
나성범,10-09,@LG,L 0:4,5,DH,True,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.318,0.387,0.6,0.988,9,0.71,-0.51,-0.005
나성범,10-10,@LG,L 0:5,5,DH,True,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.318,0.388,0.599,0.987,24,0.88,-0.19,-0.043
나성범,10-10,@LG,L 5:9,5,RF,True,3,2,2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0.32,0.391,0.601,0.992,15,0.42,0.18,0.013
나성범,10-11,@LG,L 3:7,5,RF,True,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.322,0.392,0.6,0.992,16,0.65,0.38,0.052
나성범,10-13,KIA,L 9:11,3,RF,True,4,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.321,0.391,0.6,0.99,13,0.56,0.01,0.006
나성범,10-14,KIA,W 8:3,4,DH,True,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.321,0.392,0.598,0.99,14,0.79,0.67,0.106
나성범,10-15,KIA,L 11:12,5,RF,True,5,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.32,0.39,0.594,0.984,28,1.42,-0.73,-0.155
나성범,10-16,롯데,W 6:5,5,DH,True,5,0,3,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0.323,0.392,0.596,0.988,12,2.02,1.64,0.454
나성범,10-17,롯데,W 4:3,5,RF,True,3,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0.323,0.393,0.596,0.989,16,1.03,0.11,0.04
나성범,10-18,롯데,L 2:9,4,DH,True,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.322,0.392,0.593,0.985,10,0.93,-0.89,-0.079
나성범,10-20,@KIA,W 13:3,3,RF,True,5,3,4,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0.327,0.395,0.598,0.993,20,0.43,2.36,0.08
나성범,10-23,@한화,L 6:11,3,RF,True,5,2,3,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0.33,0.397,0.604,1.001,15,0.44,0.78,0.037
나성범,10-24,LG,D 3:3,3,DH,True,6,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.328,0.395,0.6,0.995,19,1.36,-1.19,-0.136
나성범,10-27,삼성,L 2:12,3,RF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.392,0.596,0.988,8,0.49,-1.44,-0.066
나성범,10-28,@롯데,W 7:1,5,DH,True,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.324,0.39,0.592,0.982,12,0.48,0.11,0.084
나성범,10-29,@롯데,W 11:4,3,RF,True,3,2,1,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0.324,0.391,0.596,0.987,15,0.36,0.96,-0.02
나성범,10-30,@삼성,D 4:4,5,DH,True,5,1,3,0,0,1,6,2,0,0,1,0,0,1,0,0,0,0.327,0.394,0.602,0.996,26,1.88,1.98,0.261
나성범,10-31,@KIA,L 3:4,2,RF,True,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.324,0.39,0.596,0.987,21,2.94,-1.93,-0.28
나성범,11-17,두산,W 5:3,3,RF,True,4,1,4,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.25,2.25,9,0.64,1.63,0.115
나성범,11-18,두산,L 4:5,3,RF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0.625,1.125,14,0.75,-0.74,-0.08
나성범,11-20,@두산,L 6:7,3,RF,True,4,1,2,0,0,1,5,4,0,0,0,0,0,0,0,0,1,0.5,0.462,0.833,1.295,20,2.25,1.93,0.183
나성범,11-21,@두산,W 3:0,3,RF,True,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.438,0.412,0.688,1.099,16,1.1,-0.86,-0.076
나성범,11-23,두산,W 5:0,3,RF,True,4,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,0.476,0.7,1.176,21,0.44,1.37,0.043
나성범,11-24,두산,W 4:2,3,RF,True,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.458,0.44,0.625,1.065,13,0.9,-0.92,-0.074
알테어,05-05,@삼성,W 4:0,2,CF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,17,0.62,-0.95,-0.065
알테어,05-06,@삼성,W 4:3,2,CF,True,3,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0.286,0.286,0.714,1.0,11,0.48,1.92,0.086
알테어,05-07,@삼성,W 8:2,3,PR,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.286,0.714,1.0,0,0.0,0.0,0.0
알테어,05-08,LG,W 13:5,8,PH,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.625,0.875,1,0.09,-0.38,-0.002
알테어,05-10,LG,L 8:10,5,CF,True,4,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.25,0.308,0.5,0.808,16,0.76,-0.52,0.044
알테어,05-12,KT,W 7:6,4,CF,True,5,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.235,0.278,0.412,0.69,25,1.24,-0.13,-0.05
알테어,05-13,KT,W 5:4,6,CF,True,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.222,0.3,0.389,0.689,12,1.2,0.08,0.017
알테어,05-14,KT,W 1:0,2,CF,True,4,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0.227,0.292,0.364,0.655,18,1.55,-0.57,-0.054
알테어,05-15,@SK,W 6:2,4,CF,True,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2,0.31,0.32,0.63,16,1.61,-0.7,0.003
알테어,05-16,@SK,W 2:1,4,CF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.172,0.273,0.276,0.549,20,1.22,-1.1,-0.125
알테어,05-17,@SK,W 11:5,2,CF,True,5,1,2,1,0,1,6,2,0,0,0,0,0,1,0,0,0,0.206,0.289,0.412,0.701,17,0.61,1.13,0.025
알테어,05-19,@두산,W 5:4,2,CF,True,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.2,0.273,0.375,0.648,21,0.68,-0.4,-0.053
알테어,05-20,@두산,L 1:2,2,CF,True,4,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0.182,0.265,0.341,0.606,26,1.28,-0.52,-0.131
알테어,05-21,@두산,W 12:6,8,CF,True,4,2,3,1,0,1,7,3,0,0,1,0,0,0,0,0,0,0.229,0.315,0.458,0.773,14,1.07,2.97,0.124
알테어,05-22,한화,L 3:5,7,CF,True,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.22,0.316,0.44,0.756,21,2.0,-0.35,-0.065
알테어,05-23,한화,W 3:0,8,CF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.204,0.295,0.407,0.702,13,0.92,-1.44,-0.091
알테어,05-24,한화,W 10:5,7,PR,True,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.218,0.306,0.418,0.725,3,0.01,0.13,0.0
알테어,05-26,키움,W 7:2,7,CF,True,3,2,2,0,0,1,5,4,1,0,1,0,0,0,0,0,0,0.241,0.333,0.483,0.816,15,0.67,3.76,0.165
알테어,05-27,키움,W 10:3,8,CF,True,3,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0.262,0.357,0.492,0.849,12,0.75,1.64,0.168
