name,day,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA
배정대,2021-04-04,한화,W 3:2,8,CF,True,4,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,,0.75,1.25,11,2.04,1.72,0.473
배정대,2021-04-06,LG,L 2:3,8,CF,True,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.333,,0.5,0.929,19,1.41,-0.32,-0.037
배정대,2021-04-07,LG,W 7:3,8,CF,True,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3,,0.4,0.764,24,1.26,-0.36,-0.078
배정대,2021-04-08,LG,L 3:7,7,CF,True,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.286,,0.357,0.69,16,1.06,-0.35,-0.019
배정대,2021-04-09,@삼성,L 5:7,6,CF,True,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.235,,0.294,0.572,18,1.25,-1.25,-0.094
배정대,2021-04-10,@삼성,L 6:7,2,CF,True,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.238,,0.286,0.59,26,1.39,-0.08,-0.065
배정대,2021-04-11,@삼성,L 2:4,1,CF,True,3,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0.25,,0.292,0.649,27,1.46,-0.1,0.002
배정대,2021-04-13,@두산,W 8:7,1,CF,True,5,1,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.31,,0.345,0.739,21,0.67,0.18,0.042
배정대,2021-04-14,@두산,L 1:3,1,CF,True,4,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.333,,0.394,0.799,10,1.29,0.77,0.152
배정대,2021-04-15,@두산,W 8:3,1,CF,True,5,1,4,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0.395,,0.447,0.9,25,1.05,2.82,0.241
배정대,2021-04-16,키움,W 8:4,1,CF,True,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.357,,0.405,0.83,22,0.76,-1.19,-0.078
배정대,2021-04-17,키움,W 8:5,2,CF,True,4,1,2,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0.37,,0.435,0.877,21,0.93,0.74,0.134
배정대,2021-04-18,키움,W 10:2,2,CF,True,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,,0.4,0.821,17,0.47,0.02,-0.054
배정대,2021-04-20,@NC,W 5:2,6,CF,True,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0.321,,0.377,0.797,17,1.17,0.51,0.058
배정대,2021-04-21,@NC,L 3:4,6,CF,True,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.309,,0.364,0.788,17,1.08,-0.01,0.028
배정대,2021-04-22,@NC,W 11:5,5,CF,True,4,1,1,0,0,1,4,3,0,0,0,0,0,1,0,0,0,0.305,,0.407,0.821,15,0.54,1.57,-0.044
배정대,2021-04-23,롯데,L 5:10,5,CF,True,2,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0.311,,0.41,0.842,14,0.63,0.88,-0.003
배정대,2021-04-24,롯데,L 2:4,6,CF,True,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.308,,0.4,0.823,16,1.31,-0.46,-0.031
배정대,2021-04-25,롯데,W 6:5,5,CF,True,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.304,,0.391,0.813,13,1.23,-0.01,0.016
배정대,2021-04-27,@SSG,D :,1,CF,True,6,1,3,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0.32,,0.4,0.827,23,0.39,0.99,-0.029
배정대,2021-04-28,@SSG,D :,1,CF,True,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0.308,,0.385,0.804,13,0.69,-0.5,-0.042
배정대,2021-04-29,@SSG,D :,2,CF,True,4,1,2,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0.317,,0.39,0.819,20,1.19,0.67,-0.003
배정대,2021-04-30,KIA,W 15:3,2,CF,True,3,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.318,,0.388,0.825,20,0.61,1.64,0.057
배정대,2021-05-01,KIA,W 3:0,5,CF,True,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.307,,0.375,0.805,17,0.9,-0.65,-0.083
배정대,2021-05-02,KIA,W 9:2,2,CF,True,5,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.312,,0.387,0.816,14,0.93,0.81,0.046
배정대,2021-05-05,@키움,L 0:14,5,CF,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,,0.383,0.808,5,0.81,-0.26,-0.02
배정대,2021-05-06,@키움,L 4:6,5,CF,True,4,1,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0.316,,0.408,0.836,17,1.13,0.97,0.224
배정대,2021-05-08,NC,L 4:5,1,CF,True,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.307,,0.396,0.822,30,1.73,-1.14,-0.13
배정대,2021-05-09,NC,L 11:16,2,CF,True,5,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.311,,0.396,0.821,17,0.61,0.93,-0.019
배정대,2021-05-09,NC,W 9:5,2,CF,True,4,3,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0.327,,0.409,0.848,16,0.63,2.89,0.139
배정대,2021-05-11,삼성,W 9:6,2,CF,True,4,2,2,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0.333,,0.421,0.866,23,1.05,1.48,0.215
배정대,2021-05-12,삼성,L 5:7,2,CF,True,3,1,2,0,0,1,5,2,0,0,1,1,0,0,0,0,0,0.342,,0.453,0.911,22,0.81,2.21,0.165
배정대,2021-05-13,삼성,L 0:4,4,CF,True,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.339,,0.455,0.907,10,1.86,-0.7,-0.101
배정대,2021-05-14,@롯데,W 9:1,5,CF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.336,,0.448,0.895,12,0.54,-0.96,-0.032
배정대,2021-05-15,@롯데,W 5:4,5,CF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,,0.442,0.883,18,1.02,-0.56,-0.017
배정대,2021-05-18,두산,W 1:0,2,CF,True,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.331,,0.436,0.873,14,1.0,-0.99,-0.087
배정대,2021-05-19,두산,W 6:5,1,CF,True,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.324,,0.426,0.859,25,1.29,0.91,0.093
배정대,2021-05-21,@한화,L 0:4,2,CF,True,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.321,,0.421,0.849,21,0.66,-0.34,-0.014
배정대,2021-05-22,@한화,L 0:5,1,CF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.313,,0.41,0.827,17,1.09,-1.2,-0.102
배정대,2021-05-23,@한화,W 8:1,2,CF,True,2,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0.315,,0.411,0.84,25,0.33,1.85,0.065
배정대,2021-05-26,SSG,L 5:9,2,CF,True,5,0,2,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0.318,,0.417,0.848,29,1.32,0.77,-0.011
배정대,2021-05-27,SSG,W 6:5,2,CF,True,4,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0.31,,0.406,0.831,23,1.68,-0.82,-0.094
배정대,2021-05-28,@KIA,L 6:7,2,CF,True,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.306,,0.4,0.819,15,1.88,-0.05,0.061
배정대,2021-05-29,@KIA,W 7:5,6,CF,True,2,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0.302,,0.395,0.819,35,1.16,-0.81,-0.004
배정대,2021-05-30,@KIA,W 4:3,2,CF,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,,0.393,0.814,3,1.39,-0.18,-0.035
배정대,2021-06-01,@LG,W 8:1,6,CF,True,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,,0.381,0.792,18,0.42,-1.53,-0.06
배정대,2021-06-02,@LG,L 5:6,8,CF,True,3,1,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0.298,,0.398,0.815,13,0.98,1.02,0.159
배정대,2021-06-04,롯데,L 0:15,2,CF,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,,0.391,0.802,15,0.38,-0.48,-0.028
배정대,2021-06-05,롯데,W 8:1,7,CF,True,4,1,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0.292,,0.404,0.813,17,0.4,1.55,-0.028
배정대,2021-06-06,롯데,L 7:8,7,CF,True,5,1,2,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0.295,,0.41,0.818,21,0.67,0.3,0.028
배정대,2021-06-08,@SSG,D :,2,CF,True,5,1,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0.303,,0.42,0.833,20,1.02,2.03,0.203
배정대,2021-06-09,@SSG,D :,2,CF,True,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.295,,0.409,0.813,26,0.77,-1.9,-0.111
배정대,2021-06-11,한화,W 6:5,7,CF,True,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.291,,0.403,0.804,22,1.26,-0.29,-0.087
배정대,2021-06-12,한화,W 7:2,7,CF,True,4,1,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0.295,,0.405,0.808,24,0.61,0.62,-0.01
배정대,2021-06-13,한화,W 6:3,5,CF,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,,0.405,0.808,0,0.0,0.0,0.0
배정대,2021-06-16,@NC,W 7:3,6,CF,True,4,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0.289,,0.397,0.795,19,0.99,-1.25,-0.129
배정대,2021-06-17,@NC,L 1:9,5,CF,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,,0.391,0.785,5,0.87,-0.7,-0.065
배정대,2021-06-18,두산,L 3:11,9,CF,True,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.282,,0.388,0.778,13,0.9,-0.64,-0.049
배정대,2021-06-19,두산,L 3:9,5,CF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.282,,0.385,0.773,14,0.32,-0.64,-0.02
배정대,2021-06-19,두산,W 4:3,5,CF,True,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.278,,0.38,0.765,14,1.1,-0.77,-0.074
배정대,2021-06-20,두산,W 4:1,2,CF,True,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.282,,0.386,0.774,16,1.47,0.21,0.082
배정대,2021-06-22,KIA,W 6:3,2,CF,True,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.281,,0.384,0.769,14,0.67,-0.54,-0.015
배정대,2021-06-23,KIA,L 1:2,5,CF,True,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.281,,0.382,0.765,19,2.91,-0.15,-0.124
배정대,2021-06-24,KIA,W 6:3,4,CF,True,4,1,2,1,0,1,6,5,1,0,1,0,0,1,0,0,0,0.284,,0.401,0.788,23,2.17,3.8,0.509
배정대,2021-06-25,@한화,W 2:0,4,CF,True,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.282,,0.397,0.784,15,1.27,-0.73,-0.067
배정대,2021-06-26,@한화,W 11:2,4,CF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,,0.391,0.772,16,0.35,-0.81,-0.036
배정대,2021-06-27,@한화,W 11:1,4,CF,True,5,1,3,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0.284,,0.399,0.784,13,0.5,2.19,-0.001
배정대,2021-06-30,@LG,W 4:3,4,CF,True,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.282,,0.396,0.779,7,1.12,-0.53,-0.007
배정대,2021-07-01,@LG,W 6:1,4,CF,True,4,0,2,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0.285,,0.398,0.782,15,0.93,1.7,0.179
배정대,2021-07-02,키움,W 4:1,4,CF,True,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.287,,0.398,0.784,12,1.04,0.38,0.016
배정대,2021-07-04,키움,W 12:3,4,CF,True,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.282,,0.392,0.771,21,0.99,-1.54,-0.061
배정대,2021-07-05,키움,D :,4,CF,True,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.281,,0.392,0.769,19,0.31,-0.71,-0.033
배정대,2021-07-08,@삼성,W 3:2,4,CF,True,4,1,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.284,,0.405,0.783,14,1.11,1.46,0.178
배정대,2021-07-09,@KIA,L 4:10,4,CF,True,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.282,,0.402,0.776,12,0.83,-0.56,-0.027
배정대,2021-07-11,@KIA,L 0:2,4,CF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.278,,0.396,0.766,18,0.89,-0.81,-0.09
조용호,2021-04-04,한화,W 3:2,1,LF,True,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,0.0,0.0,13,1.0,-0.89,-0.099
조용호,2021-04-06,LG,L 2:3,1,LF,True,4,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0.125,,0.25,0.375,19,1.09,0.46,0.029
조용호,2021-04-07,LG,W 7:3,1,RF,True,4,2,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0.25,,0.333,0.641,19,1.24,1.8,0.089
